2.936973789642261412e+00 2.124196952748181655e+00 3.236280739029467224e+00 2.619261734515517581e+00 2.530585371195221533e+00 2.927771236772492180e+00 8.009779739349746075e-01 8.558837769551737029e-01 5.493694232913334252e-01 8.103528147043508323e-01 3.044237302802558887e+00 2.290141858863707025e+00 3.282578222230289278e+00 2.741751943228362798e+00 2.693708455781203881e+00 3.024278715930218908e+00 3.211813543797563675e-01 2.107469998899699770e-01 2.799469416671360733e-01 1.788281867518209667e-01 7.445682442798721157e-01 5.968448663788784581e-01 7.746625766871166263e+01 7.477300613496932158e+01
3.480176467060224876e+00 2.118331335444371355e+00 3.112160286156725686e+00 2.234491460998117240e+00 2.799253901252297894e+00 2.673325873577421241e+00 7.542050085372120627e-01 8.552822228536340887e-01 5.480756743132496611e-01 8.782658255053389373e-01 3.560962431251192051e+00 2.284477035878230922e+00 3.160051991899031076e+00 2.400896280459460908e+00 2.991595624765936545e+00 2.806263667318976918e+00 4.865028967206608268e-01 3.283059629330261076e-01 4.266904874460878405e-01 2.705218758595287487e-01 9.130900694042268784e-01 7.321690827965682269e-01 8.975535168195717972e+01 8.202446483180428061e+01
2.763625153526379385e+00 2.581529478621610529e+00 3.026279484777496975e+00 2.562100094449533128e+00 2.672577316073994957e+00 2.794189789613515273e+00 7.991056893689737484e-01 7.916901932699238476e-01 5.574179107943866285e-01 7.852067907207727071e-01 2.876837480982470829e+00 2.700197735557922751e+00 3.077187392288537993e+00 2.679721365771508879e+00 2.789915921949772670e+00 2.885306642753231898e+00 6.813485761836317323e-02 1.661230715441730510e-01 6.331364469976602516e-02 1.377552113967883407e-01 3.557580968118329579e-01 5.242672199961635471e-01 5.704907975460123026e+01 7.060736196319018632e+01
3.454693097954195657e+00 2.080414660549298134e+00 2.329392895732460556e+00 2.854398465487261838e+00 2.767553879251746896e+00 2.591895680609860975e+00 7.636422991932015902e-01 8.718908216632493824e-01 7.004611075935477382e-01 7.249450844005110861e-01 3.538086200500129230e+00 2.255730206547109873e+00 2.432430271547374900e+00 2.945018841225382822e+00 2.967016407681166257e+00 2.700912160836828502e+00 4.965679070271455942e-01 -2.025565973516611218e-01 4.322038768080923021e-01 -1.897835024442970642e-01 9.186851994750776518e-01 6.146984997159384845e-01 8.941463414634147000e+01 2.890243902439024382e+01
3.477954493696960192e+00 2.199872015721348717e+00 2.668147691233987651e+00 3.103922536695809864e+00 2.838913254709154455e+00 2.886035113964898535e+00 7.420161269012753857e-01 8.169545582643459314e-01 6.853828980549245831e-01 7.184480562700610307e-01 3.556227691361795618e+00 2.346668198920077941e+00 2.754770738043989198e+00 3.185985361448853137e+00 3.012773392460113886e+00 2.978192786116255597e+00 4.502013141315762135e-01 -1.509942978008833592e-01 4.014770893386170880e-01 -1.447907017353279036e-01 8.869103268047137112e-01 5.374211997151284725e-01 8.957492354740061558e+01 3.216819571865443095e+01
2.957713519458048168e+00 2.095043576926154838e+00 2.100886012937985381e+00 2.173530087359940133e+00 2.526378548192101725e+00 2.137208050148962535e+00 8.189204477445548580e-01 8.370711686067042745e-01 7.717989505073761247e-01 8.059132576954486371e-01 3.068990055852097054e+00 2.256079726102810490e+00 2.238167924746208737e+00 2.318130544121318692e+00 2.693380375425200590e+00 2.278500041578993329e+00 3.414650362469343059e-01 -3.399017443196112459e-02 3.018178706455278970e-01 -3.509441207633075960e-02 7.724782875791748049e-01 2.649113391220956903e-01 7.934355828220859053e+01 4.793251533742331105e+01
2.872689399662300858e+00 2.107213808327249360e+00 2.191733570543247023e+00 3.025500808875098979e+00 2.489951603994775109e+00 2.608617189709173001e+00 8.147724654130377164e-01 8.866923602602119203e-01 7.605877576156688802e-01 7.086827089994462980e-01 2.986000428219559133e+00 2.286170023368527815e+00 2.319954693799230583e+00 3.107392206744856278e+00 2.659207770471898158e+00 2.742086441728246449e+00 3.074258913735328225e-01 -3.196203880051891599e-01 2.631725180040522805e-01 -2.871672828991232995e-01 7.223353243560929338e-01 7.539120754317961692e-01 7.606748466257668895e+01 2.063190184049079789e+01
3.504522936567329161e+00 2.138537627120210782e+00 2.266258655809221700e+00 2.864825816806007008e+00 2.821530281843769750e+00 2.565542236307614132e+00 7.396234610640112228e-01 8.371780863213714730e-01 7.086202612931300493e-01 7.141851407865615897e-01 3.581720798315078280e+00 2.296564898021751233e+00 2.374462248540786025e+00 2.952505271114434837e+00 3.008565622344679724e+00 2.679119103894401999e+00 4.841292394545896882e-01 -2.333101956092746287e-01 4.271656535421555212e-01 -2.157586132447034677e-01 9.135740678260940717e-01 6.549800692800290536e-01 9.109726443768997228e+01 2.649240121580547225e+01
2.966205409628747791e+00 2.104455741268502322e+00 2.295001568839448058e+00 2.923274485872391804e+00 2.535330575448624835e+00 2.609138027355919931e+00 7.905626914616780132e-01 8.259603312844181477e-01 7.272772301539298656e-01 7.343320013881282637e-01 3.069749810854621064e+00 2.260739798343327056e+00 2.407480917987907532e+00 3.014096416509464138e+00 2.695765970652442167e+00 2.727704307516770843e+00 3.398963735558466759e-01 -2.407971178395765521e-01 3.001039486804908396e-01 -2.223904903657989152e-01 7.703326615886543216e-01 6.648478826212605997e-01 7.945398773006134263e+01 2.636196319018404921e+01
3.442618232097855113e+00 2.372343911972143005e+00 3.000909846832496619e+00 2.341947222938690842e+00 2.907481072034999059e+00 2.671428534885593731e+00 7.422537031250256989e-01 7.766487108396225025e-01 5.655704771495103644e-01 8.481246346420205917e-01 3.521726970078085994e+00 2.496236939218738904e+00 3.053740308775349632e+00 2.490789471416022138e+00 3.052356442856527963e+00 2.786517725078765384e+00 3.681105030811456236e-01 2.466705042970675776e-01 3.359666703603098603e-01 2.020266486348708812e-01 8.138704179330121802e-01 6.340241273926474630e-01 8.513149847094801714e+01 7.555045871559633497e+01
