2.898536825125538563e+00 2.848336394965300222e+00 2.262335181487058922e+00 2.669736133859299088e+00 6.923505090882465796e-01 7.218483463959449731e-01 7.240156421310254276e-01 2.980078011402317095e+00 2.938381400376487207e+00 2.375365050564751890e+00 2.778327394408762974e+00 -1.880351751754206005e-02 -2.383013195835213816e-01 -1.500781049409155750e-02 -2.176536005276117069e-01 1.788015563963893939e-01 6.477224061871185157e-01 4.816257668711656237e+01 2.512730061349693145e+01
2.826134877611818474e+00 2.829274458049400476e+00 2.280212172792554171e+00 2.645207169484590892e+00 7.561476654977784539e-01 7.586792480580988318e-01 7.233460648665763770e-01 2.925542281097934350e+00 2.929229960314610359e+00 2.392195034379367424e+00 2.760542391234359183e+00 1.186893969516095507e-03 -2.063818331951804697e-01 1.335853138276600367e-03 -1.932037879266487457e-01 5.322763250758441589e-02 6.100621041305003267e-01 5.039263803680981368e+01 2.865337423312883303e+01
2.258394151884221657e+00 2.295531706979934139e+00 3.096839818433700486e+00 2.550255225765952094e+00 8.675427237976015560e-01 8.761750732475072079e-01 5.513536586832412656e-01 2.419292153271078938e+00 2.457060963169306778e+00 3.145537747028299691e+00 2.694718959841599037e+00 1.456228957811799701e-02 3.287693161368416828e-01 1.401586230738064223e-02 2.695069892557221958e-01 1.592578123346316543e-01 7.460264477210892808e-01 5.125613496932515289e+01 8.116564417177913526e+01
2.844019252035064671e+00 2.839156108753114971e+00 2.162205281230759280e+00 2.615126880672979937e+00 7.281091743400744942e-01 7.394714117118643681e-01 7.300934000405542301e-01 2.935743257797635231e+00 2.933875487918542468e+00 2.282141111098295205e+00 2.734616481658717291e+00 -1.859620394670186269e-03 -2.607192698156375887e-01 -6.830098083661961849e-04 -2.390105344142770261e-01 3.828866315388428782e-02 6.753167680075075063e-01 4.959509202453988053e+01 2.446779141104294553e+01
3.039734419013402800e+00 3.096208603553757044e+00 2.213983416375957525e+00 2.783308812981039271e+00 6.876964133145149205e-01 6.638190736406843762e-01 7.224963565671664867e-01 3.116554458856831022e+00 3.166569670676690595e+00 2.328888909596288137e+00 2.896192830108202276e+00 2.029030493381294917e-02 -2.966796205962613509e-01 1.726929619461525789e-02 -2.719658515386613740e-01 1.935581230332071023e-01 7.150889617902779216e-01 5.270092024539876974e+01 1.888036809815950789e+01
2.991216589002465565e+00 3.035748693783308916e+00 2.422475720464362325e+00 2.816480334416711973e+00 6.698771087283877934e-01 6.735169838270027576e-01 7.188618009417335752e-01 3.065307818657344807e+00 3.109565123825273947e+00 2.526885613772915651e+00 2.912653897938262570e+00 1.581126068471764082e-02 -2.019331935636924924e-01 1.519483835661247090e-02 -1.848562251991402727e-01 1.794806419421106358e-01 5.957495073552945275e-01 5.183895705521472053e+01 2.702914110429447803e+01
2.960574311667511616e+00 2.983193211521804500e+00 2.172647040929233775e+00 2.705471521372849963e+00 7.096231956074987579e-01 7.235977407836767794e-01 7.460825100770969165e-01 3.044431857448900214e+00 3.069696308714759514e+00 2.297179635183433710e+00 2.826578322441480218e+00 8.360427997710088294e-03 -2.912347309937515782e-01 8.938174847402396636e-03 -2.643663599669940356e-01 1.390468581578924445e-01 7.068198418085923640e-01 5.111196319018404921e+01 2.054907975460122671e+01
2.922393088380923043e+00 2.923006793712738638e+00 2.117262646476501420e+00 2.654220842856721330e+00 7.402235114339271727e-01 7.417455274603764748e-01 7.673864789245410378e-01 3.014682771021880203e+00 3.015651694675347994e+00 2.252039769231636956e+00 2.784130652806805273e+00 2.312186393484378473e-04 -3.033396576894727414e-01 3.480165891248585800e-04 -2.739250045688010893e-01 2.745527938303525886e-02 7.198487463703736600e-01 4.998159509202454132e+01 2.165184049079754658e+01
2.668531002593354184e+00 2.614550194240471637e+00 3.305520319598724832e+00 2.862867172144183403e+00 7.561637815401424101e-01 7.539904187272504776e-01 5.541364220114326500e-01 2.773597190710104243e+00 2.721097989734177602e+00 3.351646126529423508e+00 2.962585998950356903e+00 -1.885550572451214629e-02 2.225004789615470657e-01 -1.772073485614496582e-02 1.951163395844447423e-01 1.812913918214244802e-01 6.351451841970966461e-01 4.738957055214724079e+01 7.723312883435582421e+01
2.424752172399504246e+00 2.376337600653275040e+00 3.153683261418106287e+00 2.651591011490295191e+00 8.255301299086086342e-01 8.418441172575634734e-01 5.479666654986652397e-01 2.561429892256088525e+00 2.521047780197695598e+00 3.200935110221147184e+00 2.778644188738411458e+00 -1.825868753379819923e-02 2.749032885765120282e-01 -1.453302737430646994e-02 2.301500928247360023e-01 1.630419333327471632e-01 6.908591123247687094e-01 4.792177914110429526e+01 7.841257668711656947e+01
