2.600350135484435499e-01 2.525639698766166674e-01 5.329036138351184171e-01 5.333078487651031763e-01 5.458763342570951416e-01 2.779924912172790363e-01 2.562994917125300809e-01 5.331057313001108522e-01 4.119344127371871167e-01 2.019995442909258698e-01 1.904278389472036370e-01 3.490579871370033116e-01 3.494065035265566110e-01 3.515316529329814421e-01 1.898257449908265226e-01 3.292749977828272612e-01 3.163089008010028236e-01 6.370461050996744090e-01 6.375752240019336714e-01 6.492730360301111059e-01 3.366209123547009852e-01 3.228570464546341445e-01 6.373107194625636795e-01 5.171407516093995405e-01 2.914966245897410504e-02 -7.582640858107674844e-04 6.503070264506528586e-01 4.016048936892679250e-02 -8.302369411038023478e-04 6.045783912840013707e-01 2.833809869137068338e-01 -4.074891089511961662e-02 1.073586469962937606e+00 5.144966442953020191e+01 4.989261744966442791e+01 8.253020134228188454e+01 1.773370562544633600e-02 3.413468116878763670e-02 2.544554142783761116e-02
2.452916725388620267e-01 2.494728805337637079e-01 5.225685982013233977e-01 5.222150375382074161e-01 5.501416597367981831e-01 2.655703934922023501e-01 2.473822765363128673e-01 5.223918178697654069e-01 4.078560266145002666e-01 1.906535874811589870e-01 2.039774051129244758e-01 3.549811421640588494e-01 3.548190571665684190e-01 3.507263233314964479e-01 1.901505616893708894e-01 3.106715227315633432e-01 3.222475755043249790e-01 6.317353489541296385e-01 6.313518106092703697e-01 6.524299193442836264e-01 3.266264992470550022e-01 3.165124760216916910e-01 6.315436088972004036e-01 5.159213455876655585e-01 -1.690180902789100229e-02 6.768112574154555236e-04 6.977248040362256098e-01 -3.657376454243872754e-02 6.073030261979887748e-04 6.314982368603471174e-01 -2.704353849393281717e-01 3.485119791915502335e-02 1.094707723899824403e+00 4.987919463087248317e+01 4.948322147651006730e+01 8.426845637583892312e+01 1.770823507149917042e-02 3.317893610735252186e-02 2.515156556610409141e-02
2.454396914681335751e-01 2.496187793467201654e-01 5.310935384328685505e-01 5.312801253402287260e-01 5.483367439758238815e-01 2.710669986206488136e-01 2.475292354074268841e-01 5.311868318865486938e-01 4.097018712982363198e-01 1.925058980369158679e-01 2.025721696579690645e-01 3.451063631591023140e-01 3.454101909838407369e-01 3.483603184567949929e-01 1.898636509937950134e-01 3.119281374402957940e-01 3.214732009398040269e-01 6.333709406485641402e-01 6.336929632061747419e-01 6.496368957112333975e-01 3.309464060990848777e-01 3.167366270653393379e-01 6.335319723877672615e-01 5.155354594881075281e-01 -1.688320925691026708e-02 -3.512641808109184327e-04 6.767597728479515240e-01 -3.013564799229610444e-02 -5.082972472516362680e-04 6.181737526427124596e-01 -2.454881944598786281e-01 -3.188407849807733258e-02 1.084346934917693739e+00 4.881208053691275239e+01 4.928187919463087496e+01 8.373154362416107688e+01 1.591615152373944062e-02 3.348164701345574673e-02 2.553280205156907914e-02
2.238145654070557988e-01 2.178570535898523286e-01 5.358820079078394638e-01 5.362923760110317462e-01 5.331460375620131753e-01 2.627417771834699711e-01 2.208358094984540498e-01 5.360871919594356605e-01 3.979439073727415455e-01 2.143113482417708660e-01 2.028415919774155252e-01 3.444471633405611355e-01 3.446490415234166327e-01 3.466126701717312519e-01 1.973488092840370856e-01 3.098746741402963467e-01 2.976682838912874662e-01 6.370348300781495388e-01 6.374891955088867190e-01 6.359127616990029042e-01 3.286027906201580140e-01 3.038327837053952374e-01 6.372620532886233979e-01 5.061446603961204938e-01 2.697710951287171297e-02 -7.654876097531049120e-04 6.795034560618716801e-01 4.017469774046680125e-02 -7.129962130844042087e-04 6.071583780777950468e-01 2.834310909042215276e-01 -3.776231369439280589e-02 1.075643317997917903e+00 5.075838926174496635e+01 4.893288590604026922e+01 8.387919463087249028e+01 1.664090029830781609e-02 3.471682282536493053e-02 2.456687398811412820e-02
2.394834598969043937e-01 2.415516585965908902e-01 5.218175735663642678e-01 5.217936662894869793e-01 5.506089229085668890e-01 2.728018460372464982e-01 2.405175592467476420e-01 5.218056199279256235e-01 4.117053844729067213e-01 1.962999769161369312e-01 2.088967378026348187e-01 3.537421996241946753e-01 3.537292849408468776e-01 3.495128811690009774e-01 1.900246175003744153e-01 3.096546600674178751e-01 3.193509837707514398e-01 6.304182134723357311e-01 6.303911779241420099e-01 6.521728605895743547e-01 3.324608284557643012e-01 3.145401876841931177e-01 6.304046958431697156e-01 5.176193787654599365e-01 -8.598950971245827857e-03 4.581644191680178679e-05 6.747715413705067666e-01 -3.082697881858243588e-02 4.288601968226304429e-05 6.176585445783236983e-01 -2.482874009337154020e-01 9.261319525036814868e-03 1.083942659787888951e+00 5.054362416107382217e+01 4.977181208053691108e+01 8.412751677852348564e+01 1.758438247317846079e-02 3.339544697684501684e-02 2.519408117389013158e-02
2.500326214909772693e-01 2.534797352456910624e-01 5.240599749455144840e-01 5.239541841557370239e-01 5.551565543871698205e-01 2.645613487002013153e-01 2.517561783683341936e-01 5.240070795506257539e-01 4.098589515436855679e-01 1.914882555151355970e-01 2.020139573350728801e-01 3.529001381548200200e-01 3.529678032033266577e-01 3.492997720154045749e-01 1.894255061573775212e-01 3.149350152172352146e-01 3.241320951994762223e-01 6.318048471241608510e-01 6.317549027846846021e-01 6.559032936409515679e-01 3.253839725755529599e-01 3.195666432438486471e-01 6.317798754479564405e-01 5.177276601738101114e-01 -1.369227074010657096e-02 2.018880925581834778e-04 7.090127093539760894e-01 -2.877984976430434175e-02 7.905338776553527463e-05 6.384038298329233196e-01 -2.399036051800009228e-01 1.257405167030964041e-02 1.100006216052047847e+00 4.932885906040268509e+01 4.916778523489932695e+01 8.485906040268456252e+01 1.642888768954159362e-02 3.395071359362741154e-02 2.530703944583763756e-02
2.376908529615536225e-01 2.421464126040610843e-01 5.304147946079018627e-01 5.301662931159583092e-01 5.386529527091893366e-01 2.657186382298112881e-01 2.399186327828073395e-01 5.302905438619300860e-01 4.021857954695002846e-01 1.943543497780945706e-01 2.039729527858507863e-01 3.530447310265266148e-01 3.530338394798582247e-01 3.563491132703449638e-01 1.937935539509623717e-01 3.070351036270231315e-01 3.166067759938108739e-01 6.371659410581635985e-01 6.369530517818456916e-01 6.458573325362879647e-01 3.288804285080671463e-01 3.118576642191530079e-01 6.370595053127854346e-01 5.124909902849703602e-01 -1.857112801464225887e-02 4.686138472954837686e-04 6.786274342701792417e-01 -3.069243909959321059e-02 3.341748683482587113e-04 6.185023932849355033e-01 -2.477451301358893909e-01 2.585246076038128990e-02 1.084604670490205036e+00 4.926174496644295431e+01 4.921476510067114418e+01 8.350335570469798085e+01 1.786277683740136388e-02 3.427300104016604149e-02 2.512885242963604562e-02
2.407574013340539887e-01 2.345425283605814537e-01 5.377104920938903243e-01 5.373151936789498651e-01 5.348971047696368109e-01 2.553894112870331856e-01 2.376499648473177073e-01 5.375128428864200947e-01 3.951432580283349982e-01 2.043838944108478384e-01 1.961289407043003141e-01 3.429363878413875799e-01 3.426531696757545431e-01 3.535300839099466130e-01 1.974069065465459683e-01 3.158114985108543271e-01 3.057396915540491200e-01 6.377600955010843675e-01 6.372745185923321953e-01 6.411695820298353166e-01 3.227897739238560493e-01 3.108163940200359132e-01 6.375173532777915764e-01 5.075882539372477131e-01 2.615137341789798564e-02 7.354213395492549153e-04 7.073578703513160315e-01 3.240436203038877389e-02 7.616685353827334394e-04 6.272402988768530641e-01 2.545588674779705185e-01 3.902994952977934667e-02 1.091416603132173702e+00 5.206711409395973078e+01 4.967785234899329083e+01 8.378523489932885582e+01 1.686493282638079627e-02 3.410898251880340598e-02 2.563863660881015791e-02
2.660044652722321490e-01 2.584813565552954162e-01 5.271709797219361615e-01 5.270111496176466126e-01 5.356016027906363997e-01 2.775704392436816326e-01 2.622429109137637826e-01 5.270910646697913871e-01 4.065860210171590161e-01 2.088651048840203528e-01 1.952096245511604211e-01 3.428327232017873705e-01 3.428984476727708897e-01 3.403058498944618315e-01 1.963327332871860342e-01 3.382055700058456127e-01 3.239126567518947342e-01 6.288429994513251575e-01 6.287448586173167708e-01 6.345684741493944347e-01 3.399880746466670822e-01 3.311362384178525575e-01 6.287939309490228057e-01 5.090525706084974011e-01 2.868755800003546658e-02 3.032305326398925687e-04 6.346287137502574227e-01 4.316324097368953033e-02 1.560778963948732763e-04 5.786836498057554845e-01 2.937794676640976821e-01 1.766793117032915486e-02 1.052550181851789279e+00 5.193959731543624514e+01 5.006040268456375486e+01 8.217449664429530287e+01 1.741525821544159802e-02 3.404435373002900889e-02 2.557123927249428316e-02
2.587696122388959963e-01 2.580363778160084109e-01 5.283050716244218625e-01 5.283084575292937846e-01 5.476792118647346719e-01 3.015171426674335131e-01 2.584029950274522314e-01 5.283067645768577680e-01 4.245981772660840647e-01 1.925808533821559698e-01 1.953905998191971527e-01 3.514556620838197865e-01 3.516662022685033695e-01 3.449647447125809840e-01 1.837193022894512973e-01 3.225664230940165078e-01 3.236668947762675330e-01 6.345292200638688040e-01 6.346486777067557039e-01 6.472659377747241871e-01 3.530798342529012923e-01 3.231171274335202237e-01 6.345889516962122112e-01 5.213533176069032882e-01 2.837561626596812360e-03 -6.408975048112317498e-06 5.797530050230010890e-01 -3.405798049122115475e-03 -1.882441264815560861e-04 5.642739646736786296e-01 -8.253233440223575745e-02 -1.940330516421349960e-02 1.040528562313110417e+00 5.052348993288590862e+01 4.952348993288590862e+01 7.961744966442952887e+01 1.743484310866827425e-02 3.489187526999338457e-02 2.611301523442235289e-02
