3.162175831252686198e+00 3.172021692746240795e+00 2.596045600722294289e+00 2.976747708240407686e+00 7.060936182706152309e-01 6.777596749194005898e-01 6.720251373197225764e-01 3.240050028243561808e+00 3.243621401489325873e+00 2.681617151313582248e+00 3.066489552563313570e+00 3.307590181827873947e-03 -1.901841492858790117e-01 1.164645495947870838e-03 -1.821081948455292032e-01 4.962341291405590604e-02 5.930154350724530232e-01 4.917177914110429526e+01 2.692638036809815816e+01
3.079029510463201280e+00 3.076062668953124302e+00 2.489080398522957260e+00 2.881390859313094577e+00 7.086343241950356919e-01 7.179830542564511475e-01 7.169769597085291490e-01 3.159522959519461605e+00 3.158743612502673770e+00 2.590285156322386317e+00 2.981600450111827172e+00 -1.029656042840454812e-03 -2.047445628674216533e-01 -2.613854638902421293e-04 -1.909168625111139772e-01 2.353504136359435908e-02 6.067699961377430729e-01 5.003067484662576447e+01 2.677300613496932513e+01
2.948744494686951434e+00 2.933566997539281296e+00 2.157889570502550036e+00 2.680067020909594699e+00 7.139099659167859047e-01 7.186590302463451430e-01 7.511366829789513089e-01 3.033934991785735669e+00 3.020312257169157188e+00 2.284883742119126371e+00 2.801650786006258720e+00 -5.663103582580934943e-03 -2.950877414684917599e-01 -4.862395657810597918e-03 -2.673606765725355383e-01 1.025057490000487181e-01 7.124417471065744856e-01 5.003067484662576447e+01 2.054601226993865026e+01
2.884697280205444248e+00 2.867855279657778311e+00 2.365878110257791267e+00 2.706143556707004461e+00 7.061989663760418479e-01 7.300793681288690884e-01 6.922052046559367122e-01 2.969881374488765324e+00 2.959325901084306487e+00 2.465061313223211759e+00 2.807984594290210190e+00 -6.223616816603875189e-03 -1.917190123420439707e-01 -3.759092348983133526e-03 -1.797802104370731791e-01 8.909276829996883029e-02 5.898900438485302766e-01 4.937423312883435500e+01 2.855214723926380316e+01
2.297063237872920105e+00 2.233334675743351649e+00 2.399164979885604509e+00 2.309854297833958459e+00 8.490689053902683581e-01 8.540946471162593756e-01 6.930944114824036939e-01 2.448962540523609732e+00 2.391079555370399845e+00 2.497273005487712361e+00 2.446156947059052289e+00 -2.758986235163371145e-02 4.420267638025014711e-02 -2.366282556922646302e-02 1.974953611303844822e-02 2.163793000088709284e-01 1.998359813443127686e-01 4.738650306748466079e+01 5.557055214723926184e+01
2.220298410492466790e+00 2.147416438351827495e+00 2.984346796849411732e+00 2.450687215231235339e+00 8.594404370465168475e-01 8.836564761561018777e-01 5.594954542488135285e-01 2.380832395710811067e+00 2.322121040677308734e+00 3.036340061190516249e+00 2.599998076359081534e+00 -2.973940194720544813e-02 3.117690342563169126e-01 -2.258130710454948897e-02 2.521185194096943749e-01 2.021032813059150668e-01 7.247733093082098232e-01 4.738036809815950789e+01 7.813496932515337789e+01
2.467596743569094642e+00 2.452133365850866387e+00 2.982701406511743425e+00 2.634143838643901336e+00 8.387994077968916606e-01 7.943669394606671652e-01 5.593012055237915892e-01 2.606265169815461746e+00 2.577591293907396164e+00 3.034687054525968541e+00 2.747478876638721701e+00 -5.870361933685840604e-03 1.955491782133783329e-01 -1.043643179639121808e-02 1.559327310405531075e-01 1.403250877516725448e-01 5.658191895816608863e-01 5.046625766871165553e+01 7.049693251533742000e+01
2.293002290751894101e+00 2.214165156063221840e+00 2.959104399160612076e+00 2.488757281991909043e+00 8.790199933437634616e-01 8.423330293965788362e-01 5.596053035352331895e-01 2.455714896744226383e+00 2.368977051542899392e+00 3.011553908014340308e+00 2.627549229840412615e+00 -3.167730949864823453e-02 2.676444638569152046e-01 -3.301093057221048815e-02 2.115427581556192094e-01 2.462001126892696679e-01 6.634510166135698661e-01 4.697546012269938842e+01 7.476073619631901579e+01
2.256167424700706192e+00 2.214676929725778898e+00 3.089453700459048768e+00 2.520099351628511286e+00 8.623411083019794088e-01 8.999333128839678286e-01 5.405918996105855134e-01 2.415351658733796647e+00 2.390538406028632323e+00 3.136393433420733068e+00 2.669928917608776153e+00 -1.646383304218373630e-02 3.306561208469282476e-01 -9.293600493075074645e-03 2.700602888457087070e-01 1.293388711415578152e-01 7.493682232177893976e-01 4.829447852760736026e+01 8.101226993865030579e+01
3.003233212913499539e+00 2.986021920930878260e+00 2.212514172411139679e+00 2.733923102085172641e+00 7.008237567376059962e-01 7.228696726067171952e-01 7.367133496473042831e-01 3.083920178791038413e+00 3.072273991012890448e+00 2.331944579673518092e+00 2.851163310397911488e+00 -6.295455775436466055e-03 -2.892250480268723223e-01 -4.084714381556281068e-03 -2.637434328560344099e-01 9.391305209307167223e-02 7.078050972355702797e-01 4.935582822085889632e+01 2.055214723926380316e+01
2.525397904791829351e+00 2.483464391635781254e+00 2.992086444551544933e+00 2.666982913659718069e+00 7.887463539066668083e-01 8.025202576189389703e-01 5.655243566703441749e-01 2.645705083399890523e+00 2.609910754874895655e+00 3.045061426253419690e+00 2.773913518622872498e+00 -1.572320277766819582e-02 1.749874501892892953e-01 -1.290390932690835789e-02 1.439685628886484547e-01 1.563601214805577511e-01 5.434664761593347437e-01 4.831901840490797895e+01 6.941104294478527947e+01
2.911381722155651719e+00 2.836528662521697441e+00 2.098873833212797191e+00 2.615594739296715598e+00 7.182316080054874652e-01 7.245870571678052485e-01 7.736658947094834371e-01 2.998666399391595849e+00 2.927613577083258534e+00 2.236924291160075740e+00 2.742672159041518842e+00 -2.861798829511366313e-02 -3.106398237982855859e-01 -2.590642198124333204e-02 -2.777372081166733508e-01 2.365962469142938729e-01 7.281367100509452683e-01 4.688957055214724079e+01 2.041717791411042882e+01
