9.489160105434831793e-01 1.227502658202697106e+00 1.141120741560567975e+00 1.141120741560567975e+00 1.185586922781016517e+00 1.324215843859690933e+00 1.088209334373090087e+00 1.141120741560567975e+00 1.254901383320353725e+00 2.322498382272651651e-01 2.315672747623488681e-01 2.872743947354211014e-01 2.872743947354211014e-01 3.008247329951320159e-01 2.342312348388473631e-01 9.769245530860357629e-01 1.249154185293212205e+00 1.176725594474065772e+00 1.176725594474065772e+00 1.223156519604483128e+00 1.344772052246463234e+00 1.121331298291878387e+00 1.176725594474065772e+00 1.285403388814989167e+00 -2.560046480576329553e-01 0.000000000000000000e+00 -1.104699723191594762e-01 -2.427735965471250756e-01 0.000000000000000000e+00 -9.461273690440261119e-02 -6.942310194501494225e-01 0.000000000000000000e+00 -4.347569689874048460e-01 1.700000000000000000e+01 0.000000000000000000e+00 2.800000000000000000e+01 1.210509876052808798e-01 1.308075358409254429e-01 1.342841458795638321e-01 2.365724346552267043e+00 2.370082698691949652e+00 2.370159783320201718e+00 2.400520040029101132e+00 2.512146620980262313e+00 2.217815148709284312e+00 2.367903522622108348e+00 2.367942064936234381e+00 2.456333330504681722e+00 2.309167594369192500e+00 2.383122193290684088e+00 2.441114659836105982e+00 3.437024196285923816e-01 4.735465429182736941e-01 2.515061376767232515e-01 2.970522750960563618e-01 4.147221197679963889e-01 2.830264347997430430e-01 2.390561238941328881e+00 2.416927455872178498e+00 2.383466537578727173e+00 2.418829575790957254e+00 2.546149069070271498e+00 2.235801421557791713e+00 1.840595319042546280e-03 1.873118786820536464e-03 4.544439452288270148e-02 -7.912153789328023323e-02 1.460088516434282675e-02 5.819633326762729125e-02
9.319613408809237498e-01 9.244838244813358141e-01 1.087359005564350056e+00 1.037736646971348708e+00 1.043183068721546647e+00 9.572368296321701608e-01 9.282225826811297820e-01 1.062547826267849382e+00 1.000209949176858348e+00 1.928504858388471188e-01 1.838775540217508220e-01 3.078644844062301544e-01 2.936358447753010803e-01 2.803159646837394270e-01 1.871265382264208355e-01 9.517054432884414217e-01 9.425928583437599428e-01 1.130101830695183773e+00 1.078480114700425263e+00 1.080188851508789849e+00 9.753556732355904701e-01 9.471601098508920513e-01 1.104592573201732097e+00 1.029108022570208725e+00 8.055736349345714656e-03 4.670129415943338053e-02 8.592819853482518144e-02 9.620955158379759439e-03 4.673371634676998926e-02 1.018680021669419594e-01 1.387144104982860893e-01 3.056826984474830811e-01 4.510782186702185226e-01 5.433333333333333570e+01 2.200000000000000000e+01 5.433333333333333570e+01 1.026188052445871773e-01 1.048386345897006078e-01 1.050804295546547140e-01 2.238595573234529734e+00 2.125707806707129333e+00 2.494474728203094571e+00 2.307525475149590388e+00 2.429280655145025669e+00 2.191122356678599115e+00 2.182151689970829533e+00 2.366535150718812375e+00 2.368403065147307807e+00 2.249323915914094751e+00 2.273060524192060061e+00 2.277494230926077279e+00 3.572355581322154694e-01 4.727146339307174427e-01 3.696400623500496474e-01 4.775969696686678811e-01 3.323408102629464289e-01 4.198964836107229037e-01 2.266920242200697988e+00 2.177634681168511666e+00 2.521713295626219598e+00 2.356432193783864371e+00 2.451908423173279061e+00 2.230993105969946377e+00 -5.173231863129985203e-02 1.081239612649928239e-01 5.140813309488875132e-02 -5.175026933534675883e-02 3.032471031080934479e-02 1.332924774586397854e-01
1.037635746210396226e+00 1.002967229338780353e+00 1.401918153342371243e+00 1.168172239870843621e+00 1.153988912976934733e+00 9.859072332841187780e-01 1.020301487774588178e+00 1.285045196606607432e+00 1.069948073130526645e+00 1.779188502634268532e-01 2.566718674834669311e-01 2.965223465458177166e-01 3.843397366512391611e-01 3.708529720058467150e-01 1.956007027856805358e-01 1.052778732257004357e+00 1.035289191813070442e+00 1.432934056637612086e+00 1.229773725192568667e+00 1.212114820517947722e+00 1.005123230043061922e+00 1.044070584246492794e+00 1.335223469282563746e+00 1.113439501205937709e+00 3.397869873465780149e-02 1.818970368425761874e-01 1.570933056601813982e-01 1.675130082948955018e-02 1.521545539895315102e-01 1.859028624821542075e-01 1.830339490617964027e-01 5.508422616516797099e-01 6.084373802110222273e-01 5.700000000000000000e+01 7.900000000000000000e+01 6.500000000000000000e+01 1.236537956037633557e-01 1.280839245645006008e-01 1.212227761216058824e-01 2.670814648827329219e+00 2.144972696107454002e+00 2.266605122985223542e+00 2.698809644270915964e+00 2.309513972985028918e+00 2.273822910374372785e+00 2.407893672467391610e+00 2.468709885906276380e+00 2.504161808627972441e+00 2.486316277322644375e+00 2.684812146549122591e+00 2.227243334546241460e+00 3.798828540482377392e-01 2.527722444988759753e-01 3.547780670616361709e-01 3.568013238408028198e-01 3.271949002965336417e-01 3.097109977853873541e-01 2.697695659482455710e+00 2.159815194556117479e+00 2.294202750501980415e+00 2.722293276027448528e+00 2.332576106838349705e+00 2.294818408914440777e+00 -2.183825468427100236e-01 -1.637331013051451511e-01 -1.554594714864618588e-01 -1.709302785702647431e-01 1.042717103301608363e-02 7.387665026331623197e-02
9.557623850664977994e-01 9.527223320871152090e-01 1.085829874273067652e+00 1.047953586142702953e+00 1.050662503577122209e+00 9.295628981152788128e-01 9.542423585768065042e-01 1.066891730207885303e+00 9.901127008462005108e-01 2.201141321970345177e-01 2.075202805955508323e-01 2.927166679168888286e-01 2.888162573341807038e-01 2.834866176013815520e-01 1.792838929266661330e-01 9.807813048283771096e-01 9.750612846975142967e-01 1.124593065753222598e+00 1.087024171400928552e+00 1.088235433526228313e+00 9.466941933990176139e-01 9.779254769195915298e-01 1.105968153418105393e+00 1.019923098718093168e+00 3.185829000419391783e-03 3.550152940353605568e-02 1.223089102466270034e-01 5.849137041485557957e-03 3.396923703108774978e-02 1.387763845187044986e-01 1.081583286418759948e-01 2.606312989698666982e-01 5.261974850080011201e-01 4.666666666666666430e+01 3.966666666666666430e+01 6.100000000000000000e+01 9.685376363388886745e-02 1.018928987241563833e-01 1.109196654458328990e-01 2.250626852452801696e+00 2.165708247092523742e+00 2.332165637943237169e+00 2.513258262982543290e+00 2.622294679930717631e+00 2.106180385249055931e+00 2.208167549772662497e+00 2.291396245198019432e+00 2.567776471456630460e+00 2.309719324115799388e+00 2.381942557717672493e+00 2.394001463511620464e+00 4.664053882485659219e-01 3.597225081365713062e-01 3.955837248183334265e-01 4.259987879990699278e-01 3.091490356705038911e-01 4.116949167524932562e-01 2.298446261100942412e+00 2.195379806408138901e+00 2.365477340019205066e+00 2.549106130357601696e+00 2.640454982507550508e+00 2.146040195263756889e+00 -3.845659509352928468e-02 3.558476001752765294e-02 4.246336009392628896e-02 -1.762456041663520434e-01 1.102593384037730551e-01 1.907210332981392475e-01
1.275596084467662150e+00 1.050568760193291151e+00 1.418458071556837341e+00 1.259600957209152883e+00 1.216258587635744348e+00 1.097489142731894907e+00 1.163082422330476540e+00 1.339029514382995112e+00 1.156873865183819738e+00 1.758945162058493106e-01 2.835075924700202754e-01 3.814084932779874260e-01 3.137779050604593833e-01 3.012720672627149376e-01 2.418598902977519560e-01 1.287666203462885406e+00 1.088150391665699823e+00 1.468841631868230690e+00 1.298095198784104953e+00 1.253016285014063591e+00 1.123823217836875887e+00 1.192089662404371531e+00 1.386100083799086891e+00 1.190174028337804613e+00 1.934749592582459821e-01 1.186360066311782924e-01 1.026641265553853155e-01 1.673664474153516712e-01 1.231847794252605849e-01 1.085497281079293580e-01 5.775454858420895343e-01 4.958848639099139310e-01 4.655958105930697033e-01 7.300000000000000000e+01 6.100000000000000000e+01 6.500000000000000000e+01 1.317578472132575340e-01 1.413741811821952188e-01 1.329870002343293833e-01 2.496542711534563974e+00 2.281659124117446868e+00 2.577102957390401183e+00 2.420519208743861839e+00 2.401822694245407064e+00 2.360658131973427665e+00 2.389100917826005421e+00 2.536822834462482579e+00 2.411170951494634451e+00 2.390588670358644752e+00 2.458530960139213128e+00 2.341740909181426744e+00 3.767299348836510298e-01 2.869664839292994651e-01 3.265598801364580361e-01 2.222620937388114504e-01 3.032455352017912609e-01 4.389802381896085737e-01 2.524807112306560963e+00 2.299634345187760776e+00 2.597710724523631054e+00 2.430702301437008828e+00 2.420890354644770870e+00 2.401126915757115121e+00 -8.994328611813239005e-02 3.175635474477538772e-02 -7.754122322544238291e-03 -2.504030806832762204e-02 -3.092232883103385524e-02 5.131377671066278401e-02
9.577733866971156473e-01 9.752880662810565759e-01 1.102168773044162497e+00 1.061097542825295781e+00 1.053212230035705854e+00 9.941036370052787063e-01 9.665307264890861116e-01 1.081633157934729139e+00 1.023657933520492280e+00 1.953820622335009916e-01 1.843811762560004786e-01 3.413942959614206796e-01 3.398842242680423231e-01 3.343354159159753203e-01 2.229295493179264676e-01 9.774988544790618183e-01 9.925639679072522092e-01 1.153831040312518486e+00 1.114203429045238947e+00 1.105005055116261792e+00 1.018793219974601483e+00 9.850602115849738105e-01 1.134190317117201863e+00 1.062773681669505033e+00 -1.812118239382087825e-02 3.797149700670062605e-02 5.774252423086786296e-02 -1.529359652436924726e-02 3.493911971317297666e-02 8.111965569774991225e-02 -1.748893900875270468e-01 2.643247542308638232e-01 4.026236537384703662e-01 4.633333333333333570e+01 3.800000000000000000e+01 5.300000000000000000e+01 9.742401511012709070e-02 1.089390294967601258e-01 1.020060099117698349e-01 2.274157604796307908e+00 2.139322237951039263e+00 2.337182198675546552e+00 2.464639082478310428e+00 2.300469151525402101e+00 2.048591001716518978e+00 2.206739921373673585e+00 2.305669901735927230e+00 2.382554117001856042e+00 2.256615042097414481e+00 2.369398343637309168e+00 2.219895694738220904e+00 4.520501281137583316e-01 3.756730408046747294e-01 3.764577270917327523e-01 4.298287341255218053e-01 3.916071535821172844e-01 3.560299027878848221e-01 2.318650928833520197e+00 2.172056599487977024e+00 2.367306708074163879e+00 2.501839033103344434e+00 2.333562615370903703e+00 2.079298531715213283e+00 -6.110161217427696745e-02 2.733461274390915421e-02 -6.890501658761710724e-02 -1.843682121231873527e-01 8.039234018775869017e-02 7.259211050155486844e-02
1.001765125257729983e+00 1.126435625361233761e+00 1.204613363167289952e+00 1.130444354268987261e+00 1.111552139275510109e+00 1.141563244536859312e+00 1.064100375309481983e+00 1.167528858718138718e+00 1.126557691906184822e+00 2.233587864144747359e-01 2.279852015506199647e-01 3.060325776231083150e-01 2.742502143840310214e-01 2.955987549320673313e-01 2.409615625865735855e-01 1.026363733600901940e+00 1.149275628476054800e+00 1.242879436344432209e+00 1.163235839453166776e+00 1.150185542530139271e+00 1.166717239060812483e+00 1.089554262958071673e+00 1.203716518013308479e+00 1.158480879895528615e+00 -1.171604700047631509e-01 6.352648874113042687e-02 -2.663965234711513155e-02 -1.128093377758485893e-01 6.616474535276326008e-02 -1.427015052001897114e-02 -4.746150948210967058e-01 3.636716339142672116e-01 -1.689365991945859513e-01 4.000000000000000000e+01 5.900000000000000000e+01 4.300000000000000000e+01 1.263185376072867849e-01 1.206157563784722164e-01 1.232949689381163672e-01 2.225486472971997642e+00 2.676631037303859539e+00 2.647245126212429689e+00 2.397195393845035216e+00 2.497276945958434524e+00 2.283524238092477177e+00 2.451058755137928813e+00 2.436365799592213666e+00 2.447236169901734648e+00 2.340359815968755974e+00 2.311340933408516207e+00 2.586953991631147254e+00 3.536200114360623092e-01 3.849657713199131082e-01 1.657329798888327044e-01 4.015620213284961104e-01 3.620874800022917395e-01 4.051573628387997172e-01 2.253405678937856482e+00 2.704173137013655470e+00 2.652427978075615034e+00 2.430596184734371334e+00 2.523390474736301847e+00 2.319188529339156535e+00 1.840610974282722023e-01 1.731097412839335548e-01 4.089574735135511480e-02 -4.856994850832610511e-02 7.428974167814342278e-02 -6.933022076373968057e-02
9.793758218279183803e-01 9.725979282443562024e-01 1.136417058171311112e+00 1.064410595083360223e+00 1.045666457114073467e+00 9.801142262768254287e-01 9.759868750361373468e-01 1.100413826627335556e+00 1.012890341695449337e+00 2.015697137711773002e-01 2.095126960099842617e-01 3.067090495682943119e-01 2.953163241579670473e-01 3.032040434145599761e-01 2.068083929379244679e-01 9.999036703057475606e-01 9.949081866255728990e-01 1.177078659729171806e+00 1.104618326047457355e+00 1.088738275012151924e+00 1.001695366835539946e+00 9.974090559307877690e-01 1.141423632449781955e+00 1.046122516585945350e+00 6.944656487630754792e-03 6.543580364547389727e-02 6.471799378353430832e-02 5.008460320738564349e-03 6.348241934170958944e-02 8.320527165468087627e-02 1.000844105369477488e-01 3.562314749560184235e-01 4.077578582695065568e-01 5.133333333333333570e+01 5.866666666666666430e+01 5.466666666666666430e+01 9.433358413264322784e-02 1.122931717331278612e-01 1.009248390170869730e-01 2.200809161223300503e+00 2.021116333053829983e+00 2.279924807702823131e+00 2.229242047726071263e+00 2.508354506231055492e+00 2.124522748818044260e+00 2.110962747138565021e+00 2.240366984463062039e+00 2.368798276978563599e+00 2.176882398272057983e+00 2.215025604474686105e+00 2.264735419642442515e+00 4.729675461257301095e-01 4.333102311004226603e-01 3.076178368138011154e-01 4.068240434346704348e-01 3.107595070082276312e-01 4.385227107438113836e-01 2.251057365731180759e+00 2.067043538030406413e+00 2.300583809015606995e+00 2.266059555630977496e+00 2.527531166993918443e+00 2.169308433137962400e+00 -8.512363773972149439e-02 3.531369950913818695e-02 1.178287156055331936e-01 -4.810517049113445520e-02 1.283636922540851849e-02 2.151413224482314479e-01
1.247687069609362487e+00 9.757409557080103379e-01 1.252205058211642408e+00 1.073669095287857145e+00 1.150152634136627938e+00 1.092098293298089828e+00 1.111714012658686412e+00 1.162937076749749776e+00 1.121125463717358883e+00 1.879979923235624573e-01 1.805985219482363069e-01 2.809947216243129375e-01 2.988617729563579628e-01 2.760423192331740716e-01 1.982883890662765491e-01 1.261771084146442234e+00 9.923135788529093837e-01 1.283345448969819502e+00 1.114488082265065350e+00 1.182814627834409826e+00 1.109953587977037692e+00 1.135066629666284577e+00 1.201885857080948306e+00 1.146962817898242282e+00 2.446187695799457995e-01 1.535216018933448223e-01 5.178219808338407892e-02 2.373935575682942500e-01 1.404936797533024306e-01 6.352519778355736335e-02 6.866080619885063241e-01 5.294272560091759505e-01 3.563513591851339979e-01 9.000000000000000000e+01 7.400000000000000000e+01 5.500000000000000000e+01 1.238607104907120393e-01 1.178434612754642036e-01 1.388189846327194943e-01 2.674193515502594654e+00 2.211514403402894846e+00 2.494072571233707514e+00 2.233223093947971361e+00 2.732313443939645925e+00 2.245263517772397854e+00 2.442853959452744750e+00 2.584133043368151306e+00 2.482768268943808643e+00 2.239243305860184385e+00 2.453708304725283007e+00 2.471913923671270386e+00 5.021629163380859628e-01 3.242691736113864631e-01 3.196909309481241745e-01 5.272202116515829484e-01 3.966749370364331395e-01 3.891279978294636677e-01 2.720933397365929096e+00 2.235161393146604780e+00 2.514478133114463443e+00 2.294612502998379711e+00 2.760957761648335396e+00 2.278734048311573002e+00 -1.894010529402873344e-01 -6.970265897537460120e-02 2.010217208889945872e-01 5.377005612974815676e-03 -1.797159102837997402e-01 2.106865597339505070e-01
9.968710975397860885e-01 9.533450166074097787e-01 1.021813807116635164e+00 1.035762293424281388e+00 1.122452807548033560e+00 9.920148900433620742e-01 9.751080570735979336e-01 1.028788050270458276e+00 1.057233848795697817e+00 2.266585026866301256e-01 2.285320549091760522e-01 2.927572794258279099e-01 3.071555038007479088e-01 3.108181396366421212e-01 2.158838766781494556e-01 1.022314072069010926e+00 9.803538242956942872e-01 1.062925341249800315e+00 1.080346255602627981e+00 1.164692328943419231e+00 1.015233662896049882e+00 1.001553713677283630e+00 1.071671197958035782e+00 1.092521764400365525e+00 4.463718724979328506e-02 -1.355817294337672771e-02 1.233765998442579170e-01 4.189515469844974638e-02 -1.625583890471397203e-02 1.368015456693444099e-01 2.894337985518010692e-01 -1.803069712490126542e-01 5.224579334606541670e-01 5.566666666666666430e+01 1.566666666666666607e+01 6.066666666666666430e+01 1.028022933046909282e-01 9.984532587232251843e-02 1.024410866218750799e-01 2.403458267290492500e+00 2.239750021120232137e+00 2.330115489390369721e+00 2.368027364258471046e+00 2.583280603772781792e+00 2.525828277581135595e+00 2.321604144205362097e+00 2.366786878340430889e+00 2.475653984015626641e+00 2.446927820919803320e+00 2.385742815774481773e+00 2.411515312446506965e+00 4.172113394398070940e-01 4.706463368187706053e-01 4.147184216088260489e-01 6.131629792295609782e-01 3.734711243078970289e-01 4.194969626446136135e-01 2.439400939649768230e+00 2.288665141839016925e+00 2.366733944303549997e+00 2.446123961898618138e+00 2.610137804507737691e+00 2.560426954532493582e+00 -7.051514211794895903e-02 -3.098833214402052852e-02 8.694803106739493193e-02 6.448940257802414366e-02 -1.485109912005311804e-02 1.424542406508853276e-01
