2.190014988892265091e+00 2.344898215550132559e+00 2.273890427433894690e+00 2.182879135841445883e+00 4.601123522481462835e+00 2.409173580775933576e+00 2.267456602221198825e+00 2.228384781637670287e+00 3.505148551628698428e+00 5.718691125155496158e-01 5.643620607510624332e-01 5.375550831671431773e-01 5.501624028637027708e-01 2.689140299783353560e-01 5.877852851644794763e-01 2.263448681420038522e+00 2.411856582988586961e+00 2.336566528779854046e+00 2.251141930491424858e+00 4.608975203301858947e+00 2.479840495629632269e+00 2.338830061198065469e+00 2.294251853505952177e+00 3.700828374054654812e+00 -6.830703022326600760e-02 4.084182065072414214e-02 6.253515106191491757e-01 -6.345390545071347144e-02 3.723418514749717717e-02 5.753130090006122188e-01 3.561515437962143871e-01 2.728652853550255220e-01 1.049758663048233620e+00 4.188343558282208789e+01 5.468098159509202105e+01 9.993251533742331105e+01
2.250253329471990416e+00 2.201671960980221332e+00 2.149609785075852653e+00 2.152291713780623450e+00 3.618916678894346095e+00 3.514745082495196904e+00 2.225962645226105874e+00 2.150950749428238051e+00 3.566830880694771722e+00 5.928397585231321987e-01 6.075736845121841867e-01 5.716641133153435028e-01 5.661370749374234901e-01 3.518262739303236741e-01 4.154536249671378356e-01 2.327036533036286770e+00 2.283966988789068342e+00 2.224325085626305931e+00 2.225504618918467514e+00 3.635978500460004259e+00 3.539213854717245145e+00 2.305602332576429436e+00 2.224914930438230076e+00 3.587922404765039541e+00 2.182488039319022480e-02 -1.246857328315724087e-03 2.920564497828333564e-02 1.868038717634785267e-02 -5.301475917235435546e-04 2.696954806331601506e-02 1.932851382150598818e-01 3.256217354841276640e-02 2.322373608713650950e-01 5.269135802469136109e+01 5.028395061728394921e+01 5.780246913580246826e+01
2.156636147550315297e+00 2.166216490035037356e+00 2.300914776594367162e+00 2.256006706396587180e+00 3.004865045575312532e+00 4.107193927031716818e+00 2.161426318792676327e+00 2.278460741495477393e+00 3.556029486303514453e+00 6.263928792715894867e-01 6.236743487822041798e-01 5.410056933884238584e-01 5.451038700757845357e-01 3.772140969885105499e-01 3.354784237442053341e-01 2.245762122782112069e+00 2.254210188742084231e+00 2.363661559832328507e+00 2.320927506079837332e+00 3.028449176903449835e+00 4.120872204648442505e+00 2.249990120772916047e+00 2.342391988748570686e+00 3.616150725850022951e+00 -4.432416872796025344e-03 1.970982838541443516e-02 -3.099886785815921253e-01 -3.754712468279676214e-03 1.824376703718234502e-02 -3.020955459449783942e-01 8.665686183557334832e-02 1.910131304428346888e-01 7.728252607952205144e-01 4.902469135802468969e+01 5.307407407407407618e+01 2.172839506172839386e+00
2.279742332945177807e+00 2.270531215603669661e+00 2.258485321767838894e+00 2.247794946348871115e+00 4.198096541451119990e+00 3.139412901438862757e+00 2.275136774274423956e+00 2.253140134058354782e+00 3.668754721444991596e+00 5.397082130117727417e-01 5.913213923950165762e-01 5.664528191168572979e-01 5.671470509481361111e-01 3.100002251498418793e-01 4.607171693989141059e-01 2.342756935709439325e+00 2.346267885416040588e+00 2.328438263069521952e+00 2.318240258953047750e+00 4.209526661150491122e+00 3.173038555690700147e+00 2.344513067776477833e+00 2.323344856360857857e+00 3.727484968905744989e+00 4.048599383413207381e-03 4.744656249903231662e-03 2.885675713952551846e-01 -1.497517652964513698e-03 4.389363072190548103e-03 2.780663407380731811e-01 5.472690806505433464e-02 9.369474372893481229e-02 7.421127729172820597e-01 5.024539877300613711e+01 5.035582822085889632e+01 9.644785276073619684e+01
2.251489524224540961e+00 2.319049085737434623e+00 2.232065406434581512e+00 2.221234957757792561e+00 4.184179410492433249e+00 3.119949306036663206e+00 2.285269304980987570e+00 2.226650182096187258e+00 3.652064358264548005e+00 5.382217006214840005e-01 5.330344097896733135e-01 5.651119203701380211e-01 5.698853013358387010e-01 3.101690115333659570e-01 4.666071102571419660e-01 2.314927142851958664e+00 2.379519771735350897e+00 2.302491576780770544e+00 2.293175526261324038e+00 4.195659918880984662e+00 3.154648295385901857e+00 2.347445635237607853e+00 2.297838272745745147e+00 3.711830277806729583e+00 -2.956306347161816520e-02 4.864009966124573439e-03 2.914050794442980541e-01 -2.751613409647895095e-02 4.054267278051088517e-03 2.804577649251254190e-01 2.345784720968460968e-01 9.004730921023117174e-02 7.452336463273904199e-01 4.652760736196319158e+01 5.099386503067484711e+01 9.693865030674847105e+01
2.139745165782659608e+00 2.140794588592357606e+00 2.163693632260023314e+00 2.221731785357022204e+00 4.235904585495600116e+00 2.910869516248366651e+00 2.140269877187508385e+00 2.192712708808522759e+00 3.573387050871983384e+00 6.186457911159327638e-01 6.267376008023552991e-01 5.745539460873615445e-01 5.712949517468163263e-01 3.028705866378992861e-01 5.341453083442131433e-01 2.227382317734366790e+00 2.230650463610517331e+00 2.238678711036295788e+00 2.294007421077163045e+00 4.246718527248189545e+00 2.959471667553202678e+00 2.229016989634840851e+00 2.266511903697422614e+00 3.660129150776183060e+00 -4.903226555134373261e-04 -2.646865358323010134e-02 3.708064786667585877e-01 -1.466182577947030847e-03 -2.441139177368008631e-02 3.516943819925063552e-01 5.415130993737649751e-02 2.209505524475310900e-01 8.321227019524168877e-01 4.971604938271605079e+01 4.601234567901234840e+01 9.877777777777777146e+01
2.315693745814675353e+00 2.308206773644691179e+00 2.196312339026701643e+00 2.202638497600068135e+00 3.648196375172610750e+00 3.609086215504143880e+00 2.311950259729683488e+00 2.199475418313384889e+00 3.628641295338377315e+00 5.701068368225110650e-01 5.573441784382541231e-01 5.636562636696955675e-01 5.676272466129215211e-01 3.483032878593818604e-01 4.088789140736907579e-01 2.384839476735692632e+00 2.374542280764494695e+00 2.267486774853388898e+00 2.274602611931862750e+00 3.664785392373778983e+00 3.632173629841517482e+00 2.379696448387401020e+00 2.271047480386778616e+00 3.648515948263919562e+00 3.238379432462168070e-03 -2.876212446246639420e-03 1.077818292998833881e-02 4.327104819682283873e-03 -3.133284151884823364e-03 8.938363705873128562e-03 9.302789573208777862e-02 7.916161073105140722e-02 1.337032119272934250e-01 5.048148148148148096e+01 4.806172839506172778e+01 5.243209876543210157e+01
2.278545978416358420e+00 2.333005227241180091e+00 2.281700570860452970e+00 2.138188662154080877e+00 4.146840829861822897e+00 2.944838290509758760e+00 2.305775602828769255e+00 2.209944616507266701e+00 3.545839560185791051e+00 5.491547612927429878e-01 5.850016498961360112e-01 5.493280378040220624e-01 5.829997278571661390e-01 2.853026566380676976e-01 5.002605986499899515e-01 2.343788114913088805e+00 2.405231864231777372e+00 2.346895563970100351e+00 2.216244444470371722e+00 4.156643654932886456e+00 2.987027489631470356e+00 2.374708724067408738e+00 2.282505008299907878e+00 3.619393574751708975e+00 -2.361862479506246504e-02 6.493914265289923993e-02 3.389895450568786717e-01 -2.587422562437363682e-02 5.724023343854228729e-02 3.231525229697220780e-01 2.274733402558736794e-01 3.382803144766587389e-01 7.986317960652234982e-01 4.720245398773005974e+01 5.771779141104294553e+01 9.839263803680981368e+01
2.273387299766129743e+00 2.290919820266783979e+00 2.183137698948760974e+00 2.206067229887287429e+00 2.166072162612625807e+00 4.530293118479965742e+00 2.282153560016456861e+00 2.194602464418024201e+00 3.348182640546295552e+00 5.741130947529058393e-01 5.649968857489324758e-01 5.914008482002149902e-01 5.947117404356393466e-01 6.136324979061745788e-01 3.536660222715230506e-01 2.344759190259139370e+00 2.359562481435315995e+00 2.261823418355912718e+00 2.284822679551863356e+00 2.251313717839410700e+00 4.544076957387087390e+00 2.352172481356531009e+00 2.273352134274162939e+00 3.585878473316420401e+00 -7.682445567128185111e-03 -1.044814781277803029e-02 -7.061206659507646144e-01 -6.293454792753700767e-03 -1.011689339684890276e-02 -6.393867657838391283e-01 1.121911193822195535e-01 1.422446059510075744e-01 1.100756485260899087e+00 4.829629629629629761e+01 4.908641975308641747e+01 9.876543209876542662e-02
2.226950043772391918e+00 2.179119431105291937e+00 2.210816493385129533e+00 2.192902229009658033e+00 2.272309769127895063e+00 4.541786146370145438e+00 2.203034737438842150e+00 2.201859361197393561e+00 3.407047957749020028e+00 6.076530195957307035e-01 6.126403243789730890e-01 5.731301049241385170e-01 5.778829048477213126e-01 5.619835635732556289e-01 3.422000514153603623e-01 2.308364938583513659e+00 2.263601038627572670e+00 2.283897476813281369e+00 2.267767368517054738e+00 2.340772781070508568e+00 4.554659402693953751e+00 2.286092556279982979e+00 2.275846713017469547e+00 3.621059201887550927e+00 2.171123852668155677e-02 8.135971211953129181e-03 -6.661122488987961665e-01 1.958096571067206165e-02 7.087519648825669864e-03 -6.113919983604276798e-01 1.978889953261684098e-01 1.190586002380494279e-01 1.079003388181668521e+00 5.128395061728394921e+01 5.033333333333333570e+01 1.358024691358024616e-01
2.310352910834382545e+00 2.324567015340378795e+00 2.128741108096592338e+00 2.129116608399673538e+00 3.012054721718670613e+00 4.244443474401305316e+00 2.317459963087380892e+00 2.128928858248133160e+00 3.628249098059987965e+00 5.386247760320164168e-01 5.450340077972962716e-01 5.733943371034908587e-01 5.807488930728227361e-01 4.142830968626873833e-01 3.443729144948629584e-01 2.372308416280743071e+00 2.387608401405904690e+00 2.204613292875342800e+00 2.206899818516608214e+00 3.040411835750854053e+00 4.258390906390054020e+00 2.379970703645373220e+00 2.205756851977490385e+00 3.699864676079342107e+00 -6.133484389115334383e-03 -1.763799206471342658e-04 -3.396648684737739177e-01 -6.428644311346694805e-03 -1.036617267771609884e-03 -3.291955726147971495e-01 1.133896917829154277e-01 4.553278222404616438e-02 8.058605319899608821e-01 4.917283950617284205e+01 5.022222222222222143e+01 1.395061728395061706e+00
2.128462036171709482e+00 2.177366162810213446e+00 2.281766882919315620e+00 2.230136858709218295e+00 3.071128635639479576e+00 4.209485665365119367e+00 2.152914099490961242e+00 2.255951870814266957e+00 3.640307150502299471e+00 6.241958779936034318e-01 6.417430491917796020e-01 5.632688567364027010e-01 5.648866357980832920e-01 4.333845583727156114e-01 3.644719909309896977e-01 2.218100794267118925e+00 2.269968622720771823e+00 2.350262094524026679e+00 2.300566738844299408e+00 3.101556588566574124e+00 4.225234833602462103e+00 2.244184560332022293e+00 2.325547164952062928e+00 3.706228721434252638e+00 -2.271531718337807537e-02 2.288613727892249011e-02 -3.127090607089476615e-01 -2.311210466842315500e-02 2.136931747877564639e-02 -3.031864273614074401e-01 2.149909830414487577e-01 2.067273453739103262e-01 7.741866591378364637e-01 4.806134969325153605e+01 5.242944785276073816e+01 2.245398773006134885e+00
2.338206111124187636e+00 2.315326575947595611e+00 2.232281856418051103e+00 2.244347125565308243e+00 3.643944370004253308e+00 3.729997298119149374e+00 2.326766343535891401e+00 2.238314490991679673e+00 3.686970834061701119e+00 5.856434540911429343e-01 5.715764947364456727e-01 5.456598325464731003e-01 5.402375140792579078e-01 3.422133408182290726e-01 4.037695153708487084e-01 2.410432756460611170e+00 2.384834762121773810e+00 2.298004991149467546e+00 2.308451990328539871e+00 3.659978216099061488e+00 3.751787529367696106e+00 2.397667920714075862e+00 2.303234413927473412e+00 3.706167171609952238e+00 9.833189843129213140e-03 -5.390336878850144481e-03 -2.333973659891880326e-02 1.067620503977620948e-02 -4.535795017606614535e-03 -2.477203780010625231e-02 1.461235978728577800e-01 9.524477259125908868e-02 2.225764477439393652e-01 4.925925925925925952e+01 4.856790123456789843e+01 4.397530864197531031e+01
2.162111652219551594e+00 2.154354492696386902e+00 2.349717071098098575e+00 2.355524896538866209e+00 4.149358128850016314e+00 3.148686037001477978e+00 2.158233072457969470e+00 2.352620983818482614e+00 3.649022082925747146e+00 6.059921660594310699e-01 5.872063826542507359e-01 5.167242802869650431e-01 5.094096761667987749e-01 3.026198944712287231e-01 4.601420065597446318e-01 2.245429424851504763e+00 2.232947517527224868e+00 2.405862484858166006e+00 2.409978372597314067e+00 4.160378790685228090e+00 3.182130485352368865e+00 2.239197168408797900e+00 2.407921308144714612e+00 3.703694514116437020e+00 3.594217706213821608e-03 -2.468661752451553355e-03 2.742302099323581377e-01 5.574277915485976835e-03 -1.709311564803303986e-03 2.641276977904946643e-01 1.055865167959277040e-01 5.846898221333067525e-02 7.236218062041002153e-01 5.054320987654320874e+01 4.930864197530863891e+01 9.623456790123456983e+01
2.145872843946897035e+00 2.211405577704523395e+00 2.289510984464643517e+00 2.212884335542138814e+00 4.316257815197740655e+00 3.300384098361650587e+00 2.178639210825710215e+00 2.251197660003390943e+00 3.808320956779695621e+00 6.200929703889683786e-01 6.269307599463295189e-01 5.373177186925949256e-01 5.507842856576478097e-01 3.025917117436962012e-01 4.368767098053730202e-01 2.233670869737651721e+00 2.298555373896734810e+00 2.351716581309337251e+00 2.280399178173676322e+00 4.326851426993021832e+00 3.329173539527312986e+00 2.266345335687405260e+00 2.316332369352513076e+00 3.860378202168821549e+00 -3.007966322830904829e-02 3.403817011891762528e-02 2.667510770140313348e-01 -2.862957517434251350e-02 3.078893343600614535e-02 2.584404520016193030e-01 2.392765836262895907e-01 2.481341769737958336e-01 7.159241113808867407e-01 4.758895705521472053e+01 5.373619631901840421e+01 9.655828220858896316e+01
2.145715340971006135e+00 2.269676255546821064e+00 2.311294089839920574e+00 2.193594561510767704e+00 4.102142175038229865e+00 2.894633344256563934e+00 2.207695798258913378e+00 2.252444325675344139e+00 3.498387759647396678e+00 5.736886290178137005e-01 5.763923000821032927e-01 5.626550918203891971e-01 5.840541476135590049e-01 3.203406709443744060e-01 5.646939379402982073e-01 2.221083737174863959e+00 2.341721244851097783e+00 2.378794047848690418e+00 2.270016816597229425e+00 4.114631036883923620e+00 2.949200135838268899e+00 2.282199745435271154e+00 2.325041663036877093e+00 3.579662694369186937e+00 -5.614945441014835420e-02 5.225413431422476496e-02 3.451615183170464451e-01 -5.286018803460400262e-02 4.678506754557700681e-02 3.255700328633976404e-01 3.250899016286349918e-01 3.058505031895321635e-01 8.015328280830394947e-01 4.358895705521472053e+01 5.612883435582821789e+01 9.748466257668711421e+01
2.220156908709050025e+00 2.225440285452904732e+00 2.156963597431062585e+00 2.137698990700175550e+00 3.606731351738497793e+00 3.526740747733035697e+00 2.222798597080977601e+00 2.147331294065619289e+00 3.566736049735766745e+00 5.838899734804334773e-01 5.824165348491084915e-01 5.643099187249785986e-01 5.697154418368178819e-01 3.539667537956610044e-01 4.113017262813241093e-01 2.295653327577904523e+00 2.300389854825123148e+00 2.229559966678210436e+00 2.212313870025650164e+00 3.624058982191935563e+00 3.550643520794866781e+00 2.298022811527537623e+00 2.220953658287585064e+00 3.587539053318347992e+00 -2.376903040515204561e-03 8.971418049989233340e-03 2.242683587740898488e-02 -2.061131518564068756e-03 7.765176273807295783e-03 2.046401734056722127e-02 6.420483508327148869e-02 1.246203654748957168e-01 2.023014882920915192e-01 4.846913580246913256e+01 5.120987654320987303e+01 5.529629629629629761e+01
2.181223484932093726e+00 2.280221693028285035e+00 2.316885594790670133e+00 2.245815864676014684e+00 2.268101920907182212e+00 4.575312734643390833e+00 2.230722588980189158e+00 2.281350729733342408e+00 3.421707327775286522e+00 6.072905272972096702e-01 6.061961947972229758e-01 5.259614567852565203e-01 5.402924042977271801e-01 5.587794347229463332e-01 3.300323676378695836e-01 2.264185874826585287e+00 2.359424674776334108e+00 2.375835497961124698e+00 2.309892807074020116e+00 2.335919686181899824e+00 4.587200451634814158e+00 2.312295663589286843e+00 2.343096145439243383e+00 3.639981371090433182e+00 -4.437943498005726684e-02 3.115247874357420302e-02 -6.742864285930330048e-01 -4.118798536425628126e-02 2.814339949961497736e-02 -6.184868920849712071e-01 2.869817076663883082e-01 2.372366455079382430e-01 1.084592516220342251e+00 4.553374233128834447e+01 5.341717791411043237e+01 4.907975460122699501e-02
2.431395164127206687e+00 2.456717887605914363e+00 2.181686252251507252e+00 2.181121965614551961e+00 3.640043891989302782e+00 3.729880835987267051e+00 2.444056525866560747e+00 2.181404108933029384e+00 3.684962363988284917e+00 6.100297708477936398e-01 5.769975246004173108e-01 5.601800529804003004e-01 5.551576128419155598e-01 3.406012429991294721e-01 3.968183925271951962e-01 2.506754628092222603e+00 2.523566706603547427e+00 2.252455681033558754e+00 2.250665013719860941e+00 3.655944302412330593e+00 3.750930002987651335e+00 2.515174714422405255e+00 2.251560525391553380e+00 3.703741664158970437e+00 -1.036094018722799083e-02 2.586804685314797914e-04 -2.437933827381957852e-02 -6.684258717663522573e-03 7.953005453346233570e-04 -2.564587630246875985e-02 1.156219822226464550e-01 3.988233901003884752e-02 2.264675154145211478e-01 4.891358024691358253e+01 4.967901234567901270e+01 4.328395061728394921e+01
2.210779180524998555e+00 2.257317637472138205e+00 2.266407922324170432e+00 2.187831296540102777e+00 3.131048750646301393e+00 4.287563904997091946e+00 2.234048408998568380e+00 2.227119609432136826e+00 3.709306327821696669e+00 5.712877586317167689e-01 5.779247082145335668e-01 5.512314063579636381e-01 5.680150616559076493e-01 4.009190543649624461e-01 3.445486564998302415e-01 2.283399721512910485e+00 2.330124435477137546e+00 2.332479567698105605e+00 2.260364327357055281e+00 3.156612482880447157e+00 4.301385592588713003e+00 2.306880379756705679e+00 2.296705012198720475e+00 3.772672817990344818e+00 -2.083144517356314354e-02 3.528172687775078809e-02 -3.117874481480094606e-01 -2.025450230286967440e-02 3.139943525965127602e-02 -3.034382160703965048e-01 2.012633280706895289e-01 2.505815848659728173e-01 7.745004959788760468e-01 4.747239263803680842e+01 5.412883435582821789e+01 1.644171779141104350e+00
2.205346912951575256e+00 2.234341021848103015e+00 2.166773450715361093e+00 2.142444463402097377e+00 3.097556748417163774e+00 4.396923815278540815e+00 2.219843967399839357e+00 2.154608957058729235e+00 3.747240281847852295e+00 6.169128015704915535e-01 6.126365889913755192e-01 5.845892121806927078e-01 5.956587255779688395e-01 4.354006028301266040e-01 3.729203186791190672e-01 2.290007950031308415e+00 2.316808881216621430e+00 2.244248590001338695e+00 2.223708073493342319e+00 3.128007591840139767e+00 4.412709893188916155e+00 2.303447395024554201e+00 2.234001939327993291e+00 3.824685614273210188e+00 -1.306132742766119223e-02 1.129160223415917423e-02 -3.467530686931633022e-01 -1.163513924529078515e-02 9.194493588566506059e-03 -3.358974909086490657e-01 1.525446974045432669e-01 1.356052832799811703e-01 8.137890535623772958e-01 4.782716049382715795e+01 5.114814814814814525e+01 1.024691358024691468e+00
2.261624796463798770e+00 2.290941745424743381e+00 2.251037622802738003e+00 2.253178385795609806e+00 4.158104120357625888e+00 2.926660231365075138e+00 2.276283270944270853e+00 2.252108004299174127e+00 3.542382175861350291e+00 5.905745546610022823e-01 5.772098330308147451e-01 5.360178241187922854e-01 5.377530805210476439e-01 3.137342439216764811e-01 5.256448170643950313e-01 2.337461234885609862e+00 2.362537888008831910e+00 2.313976120673341352e+00 2.316460924303793689e+00 4.169923146958966598e+00 2.973489966951383234e+00 2.350033010073496076e+00 2.315218855839856538e+00 3.621457002030032957e+00 -1.287930607546180183e-02 -9.505596484649855024e-04 3.476315732909643352e-01 -1.067076633210262311e-02 -1.073247837535843893e-03 3.303734323883769641e-01 1.460863748084107461e-01 4.633028562413269574e-02 8.072606337132525178e-01 4.922222222222222143e+01 4.943209876543210157e+01 9.819753086419753174e+01
